LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
87,000720,현대건설,KOSPI,건설·부동산,168800,3184.56,187968.5,0.0,,WAIT,WAIT,3,False,False,True,70.3,70.3,91.7,74.0,20.1,0.0,54.1,61.9,71.6,10.5,4.17,0.0,RR4.2 + 진입적정,0,168800.0,161700.0,198400.0,207000.0,,-1.2,1.11,146776,141.35,특이사항 없음,0,19.48,64.7,1.74,STRUCT 강점,TIMING 보조,,추세 관망,NORMAL,60.6,토목 건설업,318455611250.0,61.6,35.11,0,0,-3.49,-5.75,-10.55,6.9,62.31,144.28,-3.97,29.36,84.98,0.047,0.047,1,12.0,1,0,1.39,0.5,226000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,4.21,4.0,4.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,146000.0,15.0,-0.304,True,O,▲,182093,▼,X,X,0,0,0,-1.09,250,0,1,1,1,0.0,토목 건설업,2.13,13.651,7.0,20.1,OK,53.925474638372435,53.925474638372435,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,70.3,70.3,70.3,32.95,32.95,FRESH,0.503,,False,MATURE,137420.0,0.0,,,,,,True,17.5,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
88,267250,HD현대,KOSPI,금융,264500,488.13,208936.7,0.0,,WAIT,WAIT,3,False,False,True,69.7,69.7,90.5,77.9,11.5,0.0,15.7,60.0,79.0,1.2,0.37,0.0,진입적정,0,264500.0,237500.0,274500.0,317000.0,,-0.14,1.4,261403,28.22,특이사항 없음,4,3.43,66.2,5.29,STRUCT 강점,TIMING 보조,,추세 관망,NORMAL,60.6,기타 금융업,48813296000.0,60.3,13.21,0,0,2.92,3.73,5.38,-0.19,8.85,24.47,-11.06,-24.1,-34.83,0.197,0.161,1,8.7,1,0,1.04,0.76,343500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,10.21,4.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,286500.0,1.18,0.0481,False,O,▲,258976,▲,O,X,0,0,0,-0.97,250,0,1,1,1,0.0,기타 금융업,6.257222222222222,4.369722222222222,9.0,11.5,OK,70.0,70.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,69.7,69.7,69.7,32.95,32.95,FRESH,0.497,,False,MATURE,137420.0,0.0,,,,,,True,3.8,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
89,108490,로보티즈,KOSDAQ,조선·기계·설비,276000,530.19,40441.5,0.0,,WAIT,WAIT,3,False,False,True,69.6,69.6,77.0,59.8,74.6,0.0,19.7,70.5,17.2,78.5,0.61,0.0,진입적정,0,276000.0,236500.0,300000.0,364000.0,,-0.27,0.96,280711,-2.26,특이사항 없음,2,2.84,58.8,7.92,STRUCT 강점,AI 보조,,추세 관망,NORMAL,60.6,특수 목적용 기계 제조업,53018803250.0,56.1,25.25,0,0,-3.83,5.14,7.81,7.18,12.42,43.97,-3.69,-20.53,-15.33,0.364,0.352,0,12.0,1,0,0.99,0.66,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,14.31,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,235250.0,-1.68,0.2036,False,O,▼,276012,▲,X,X,0,0,0,0.35,250,0,-1,1,1,0.0,특수 목적용 기계 제조업,12.425342465753424,6.825068493150685,6.0,74.6,OK,61.13640275848277,61.13640275848277,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,69.6,69.6,69.6,32.95,32.95,FRESH,0.496,,False,MATURE,137420.0,0.0,,,,,,True,8.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
90,014620,성광벤드,KOSDAQ,철강·금속,39500,78.35,10490.2,0.0,,WAIT,WAIT,3,False,False,True,69.6,69.6,94.9,53.4,51.2,0.0,17.5,66.5,43.7,45.4,0.76,0.0,진입적정,0,39500.0,36200.0,42000.0,47650.0,🚀급등시동,-0.15,0.6,35605,35.61,특이사항 없음,0,19.14,62.6,4.46,STRUCT 강점,,,추세 관망,NORMAL,60.6,1차 철강 제조업,7835303825.0,50.9,23.61,0,0,2.33,2.33,2.2,11.74,39.58,21.73,0.87,6.63,-37.57,0.102,0.102,1,11.8,1,0,1.64,0.77,50300.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,8.35,5.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,34040.0,10.94,-0.1165,False,O,▲,39191,▼,O,X,0,0,0,0.52,250,0,1,1,1,0.0,1차 철강 제조업,3.976842105263158,18.053684210526313,4.0,51.2,OK,36.39609031916456,36.39609031916456,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,69.6,69.6,69.6,32.95,32.95,FRESH,0.496,,False,MATURE,137420.0,0.0,,,,,,True,6.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
91,003230,삼양식품,KOSPI,유통·소비재,1370000,702.19,103202.3,0.0,,WAIT,WAIT,3,False,False,True,68.8,68.8,91.1,62.3,37.0,0.0,16.8,63.5,54.1,32.4,0.36,0.0,진입적정,0,1370000.0,1242000.0,1416000.0,1576000.0,,1.45,0.91,1191387,14.03,특이사항 없음,0,3.16,61.5,8.66,STRUCT 강점,,,추세 관망,NORMAL,60.6,기타 식품 제조업,70218757500.0,63.2,24.56,0,0,0.81,6.95,16.99,12.66,10.93,8.73,1.79,-22.02,-50.57,0.041,0.041,1,8.6,0,0,1.15,0.86,1674000.0,BB_UPPER,75,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,9.34,4.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1203100.0,14.99,0.0085,False,O,▲,1369167,▲,O,X,16440,-1370,15070,-1.25,250,0,1,1,1,0.0,기타 식품 제조업,4.3425,-2.9783333333333335,13.0,37.0,OK,43.124039113728934,43.124039113728934,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,68.8,68.8,68.8,32.95,32.95,FRESH,0.488,,False,MATURE,137420.0,0.0,,,,,,True,3.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
92,253590,네오셈,KOSDAQ,조선·기계·설비,18000,200.14,7896.4,0.0,,WAIT,WAIT,3,False,False,True,68.6,68.6,100.0,61.3,20.5,0.0,15.1,60.6,79.5,0.6,0.26,0.0,진입적정,0,18000.0,15650.0,18610.0,21750.0,,0.39,1.05,17337,-0.0,특이사항 없음,0,3.54,74.4,10.97,STRUCT 강점,,RSI 과열,추세 관망,NORMAL,60.6,특수 목적용 기계 제조업,20014347280.0,75.0,29.36,0,0,1.41,1.93,13.21,0.61,59.29,55.84,-10.26,26.34,-3.46,0.331,0.331,0,11.9,1,0,1.9,0.88,24100.0,BB_UPPER,75,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,13.06,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,14653.0,3.82,0.0517,False,O,▲,17903,▲,O,X,0,0,0,0.06,250,0,1,1,1,0.0,특수 목적용 기계 제조업,12.425342465753424,6.825068493150685,6.0,20.5,OK,61.53025678983418,61.53025678983418,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,68.6,68.6,68.6,32.95,32.95,FRESH,0.486,,False,MATURE,137420.0,0.0,,,,,,True,3.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
93,192820,코스맥스,KOSPI,화학·소재,217500,151.88,24685.2,0.0,,WAIT,WAIT,3,False,False,True,68.2,68.2,75.0,74.2,42.8,0.0,61.2,64.0,32.2,59.8,1.51,0.0,RR1.5 + 진입적정,0,217500.0,194000.0,253000.0,259500.0,,1.82,0.75,192572,33.57,특이사항 없음,3,1.46,68.5,10.3,STRUCT 강점,TIMING 보조,,추세 관망,NORMAL,60.6,기타 화학제품 제조업,15187621500.0,79.8,21.84,0,0,1.64,9.85,17.31,10.8,12.69,6.1,-0.07,-20.26,-53.2,0.0,0.0,1,9.3,0,0,1.33,0.95,,ATR_3.5x,45,FIBO_1.618,25,,0,v1_sl_first_gap_at_open,10.8,5.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,187700.0,12.94,0.1605,False,O,▲,210647,▲,O,X,0,0,0,-0.93,250,0,1,1,1,0.0,기타 화학제품 제조업,12.122641509433961,11.14566037735849,5.0,42.8,OK,48.811355747189694,48.811355747189694,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,68.2,68.2,68.2,32.95,32.95,FRESH,0.482,,False,MATURE,137420.0,0.0,,,,,,True,16.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
94,043260,성호전자,KOSDAQ,IT/전기전자,51600,431.64,36596.2,0.0,,WAIT,WAIT,3,False,False,True,68.2,68.2,98.2,53.9,36.8,0.0,53.3,63.0,61.4,23.2,0.93,0.0,진입적정,0,51600.0,43850.0,58800.0,71200.0,,0.2,0.58,35471,792.52,특이사항 없음,2,12.4,62.3,10.56,STRUCT 강점,,,추세 관망,NORMAL,60.6,전자부품 제조업,43163911500.0,75.9,40.18,0,0,-2.27,0.98,21.13,6.39,302.81,2646.14,-4.48,269.86,2586.84,0.063,0.063,1,12.0,1,0,1.87,0.69,88800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,5.0,0.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,36250.0,45.47,0.0255,False,O,▲,53274,▲,X,X,0,0,0,0.0,250,0,1,1,1,0.0,전자부품 제조업,8.927999999999999,18.005499999999998,3.0,36.8,OK,31.902410764375237,31.902410764375237,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,68.2,68.2,68.2,32.95,32.95,FRESH,0.482,,False,MATURE,137420.0,0.0,,,,,,True,14.0,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
95,278470,에이피알,KOSPI,화학·소재,434000,1310.09,162481.6,0.0,,WAIT,WAIT,3,False,False,True,67.2,67.2,84.2,61.6,44.6,0.0,17.3,63.5,39.6,50.5,0.07,12.4,,0,386000.0,338000.0,441000.0,450500.0,,-0.08,0.92,310070,55.85,특이사항 없음,0,15.15,73.4,18.1,STRUCT 강점,,RSI 과열,추세 관망,NORMAL,60.6,기타 화학제품 제조업,131009229000.0,67.8,44.99,0,0,5.85,5.08,29.36,32.12,51.75,78.97,21.25,18.8,19.67,0.0,0.0,1,10.9,1,0,1.11,0.95,469500.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,12.44,4.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,357500.0,39.97,-0.1212,False,O,▲,432265,▲,O,X,27342,-434,26908,2.93,250,0,1,1,1,0.0,기타 화학제품 제조업,12.122641509433961,11.14566037735849,5.0,44.6,OK,37.408217796215496,37.408217796215496,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,67.2,67.2,67.2,32.95,32.95,FRESH,0.472,,False,MATURE,137420.0,0.0,,,,,,True,1.6,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
96,127120,제이에스링크,KOSDAQ,기타,42350,94.96,14610.0,0.0,,WAIT,WAIT,3,False,False,True,67.0,67.0,78.2,75.2,28.1,0.0,56.3,60.5,50.1,37.4,1.1,1.6,RR1.1 + 진입적정,0,41700.0,35500.0,49900.0,52800.0,⚡눌림회복,-1.97,1.19,34297,122.39,특이사항 없음,0,7.5,57.7,1.47,STRUCT 강점,TIMING 보조,,추세 관망,NORMAL,60.6,자연과학 및 공학 연구개발업,9495984625.0,45.2,33.75,0,0,3.42,-13.39,7.62,14.3,86.56,120.57,3.43,53.61,61.27,0.021,0.021,1,12.0,1,0,0.85,0.46,58100.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,14.87,5.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,39880.0,23.48,-0.6253,False,O,▲,46491,▼,X,X,0,0,0,-0.61,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,5.056916666666667,2.3140833333333335,10.0,28.1,OK,54.0,54.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,67.0,67.0,67.0,32.95,32.95,FRESH,0.47,,False,MATURE,137420.0,0.0,,,,,,True,17.8,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
97,189300,인텔리안테크,KOSDAQ,IT/전기전자,135800,138.32,14581.5,0.0,,WAIT,WAIT,3,False,False,True,66.9,66.9,95.5,63.8,15.7,0.0,14.7,58.3,79.8,0.2,0.69,0.0,진입적정,0,135800.0,116700.0,149000.0,166800.0,,-0.76,0.69,117096,14.45,특이사항 없음,0,3.23,68.3,10.04,STRUCT 강점,,,추세 관망,NORMAL,60.6,통신 및 방송 장비 제조업,13832118900.0,67.2,32.48,0,0,1.19,-0.88,13.83,1.95,88.09,176.86,-8.92,55.14,117.56,0.021,0.021,1,12.0,1,0,1.72,0.67,170600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,14.06,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,115830.0,15.97,0.0365,False,O,▲,137406,▲,X,X,0,0,0,-0.45,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,8.927999999999999,18.005499999999998,3.0,15.7,OK,36.53900552324001,36.53900552324001,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,66.9,66.9,66.9,32.95,32.95,FRESH,0.469,,False,MATURE,137420.0,0.0,,,,,,True,9.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
98,011170,롯데케미칼,KOSPI,화학·소재,91000,162.36,38925.6,0.0,,WAIT,WAIT,3,False,False,True,66.5,66.5,100.0,57.0,18.4,0.0,48.2,58.5,81.6,0.0,1.45,0.0,RR1.4 + 진입적정,0,91000.0,84500.0,100400.0,106900.0,,-0.9,0.85,83162,22.43,특이사항 없음,0,14.74,70.1,4.95,STRUCT 강점,,RSI 과열,추세 관망,NORMAL,60.6,기초 화학물질 제조업,16236350700.0,72.7,22.89,0,0,1.22,1.56,-0.66,14.04,18.18,22.97,3.17,-14.77,-36.33,0.056,0.056,1,9.9,1,0,1.69,0.61,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,7.14,5.0,1.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,78980.0,9.42,-0.1151,True,O,▲,91355,▼,X,X,0,0,0,-0.44,250,0,1,1,1,0.0,기초 화학물질 제조업,12.122641509433961,11.14566037735849,5.0,18.4,OK,38.041442260623235,38.041442260623235,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,66.5,66.5,66.5,32.95,32.95,FRESH,0.465,,False,MATURE,137420.0,0.0,,,,,,True,10.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
99,015750,성우하이텍,KOSDAQ,자동차·모빌리티,9200,140.61,7360.0,0.0,,WAIT,WAIT,3,False,False,True,66.2,66.2,73.4,84.0,16.0,0.0,15.9,57.8,68.0,15.0,0.36,0.0,진입적정,0,9200.0,8390.0,9490.0,11990.0,🚀급등시동,-1.24,2.34,9251,18.48,특이사항 없음,0,1.1,67.0,5.63,TIMING 강점,STRUCT 보조,,추세 관망,NORMAL,60.6,자동차 신품 부품 제조업,14060638260.0,68.5,13.29,0,0,0.88,3.14,5.14,-0.43,20.58,37.11,-11.3,-12.37,-22.19,0.17,0.17,1,7.4,1,0,1.47,0.77,13410.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.8,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,8247.0,-0.56,0.0975,False,O,▲,9032,▲,O,X,0,0,0,4.06,250,0,1,1,1,0.0,자동차 신품 부품 제조업,7.997894736842106,-4.332105263157895,12.0,16.0,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,66.2,66.2,66.2,32.95,32.95,FRESH,0.462,,False,MATURE,137420.0,0.0,,,,,,True,3.2,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
100,023530,롯데쇼핑,KOSPI,유통·소비재,118700,117.38,33578.8,0.0,,WAIT,WAIT,3,False,False,True,65.7,65.7,90.6,58.7,30.0,0.0,15.5,59.8,60.6,24.2,0.6,0.0,진입적정,0,118700.0,106200.0,126200.0,139700.0,,1.82,0.72,103905,5.78,특이사항 없음,0,3.43,68.6,7.77,STRUCT 강점,,,추세 관망,NORMAL,60.6,종합 소매업,11737944650.0,67.6,24.77,0,0,0.68,10.52,10.73,6.65,53.96,76.11,-4.22,21.01,16.81,0.026,0.026,1,10.1,0,0,1.08,0.72,157800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,10.53,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,105290.0,14.24,0.094,False,O,▲,118557,▲,O,X,0,0,0,1.36,250,0,1,1,1,0.0,종합 소매업,4.3425,-2.9783333333333335,13.0,30.0,OK,35.780602025222976,35.780602025222976,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,65.7,65.7,65.7,32.95,32.95,FRESH,0.457,,False,MATURE,137420.0,0.0,,,,,,True,6.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
101,003160,디아이,KOSPI,기타,32350,107.21,9155.0,0.0,,WAIT,WAIT,3,False,False,True,65.6,65.6,97.0,58.3,17.5,0.0,47.8,57.6,79.5,0.6,1.23,0.0,RR1.2 + 진입적정,0,32350.0,28150.0,37500.0,41700.0,,0.42,0.82,33922,35.39,특이사항 없음,0,7.64,73.4,5.05,STRUCT 강점,,RSI 과열,추세 관망,NORMAL,60.6,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",10720702875.0,77.2,27.43,0,0,1.41,3.03,7.3,-14.64,12.72,35.07,-25.51,-20.23,-24.23,0.252,0.074,1,9.0,0,0,1.54,0.52,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,12.98,5.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,35910.0,-4.64,0.0869,False,O,▲,32113,▲,O,X,0,0,0,-0.63,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5.056916666666667,2.3140833333333335,10.0,17.5,OK,52.46364592726688,52.46364592726688,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,65.6,65.6,65.6,32.95,32.95,FRESH,0.456,,False,MATURE,137420.0,0.0,,,,,,True,15.9,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
102,086280,현대글로비스,KOSPI,서비스 기타,235500,421.19,176625.0,0.0,,WAIT,WAIT,3,False,False,True,64.1,64.1,96.0,54.9,18.9,0.0,47.0,56.6,77.1,3.6,2.9,0.0,RR2.9 + 진입적정,0,235500.0,215000.0,295000.0,307500.0,🚀급등시동,0.69,1.19,246028,-8.69,특이사항 없음,0,3.19,68.5,7.17,STRUCT 강점,,,추세 관망,NORMAL,60.6,기타 운송관련 서비스업,42119197750.0,55.5,16.25,0,0,0.86,6.8,6.8,2.61,-10.11,38.94,-8.26,-43.06,-20.36,0.525,0.258,0,7.4,1,1,1.57,0.93,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,8.7,4.0,2.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,242650.0,-4.28,0.1058,False,O,▲,229189,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,기타 운송관련 서비스업,4.087777777777777,-1.1692592592592592,11.0,18.9,OK,67.45167997455835,67.45167997455835,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,64.1,64.1,64.1,32.95,32.95,FRESH,0.441,,True,MATURE,137420.0,0.0,,,,,,True,25.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
103,042660,한화오션,KOSPI,조선·기계·설비,135000,3836.15,413658.1,0.0,,WAIT,WAIT,3,False,False,True,63.9,63.9,76.4,79.7,7.4,0.0,49.7,54.5,72.3,9.6,1.62,0.0,RR1.6 + 진입적정,0,135000.0,122800.0,154800.0,177700.0,📦박스돌파,2.15,1.54,132597,-5.43,특이사항 없음,3,4.26,65.2,7.75,TIMING 강점,STRUCT 보조,,추세 관망,NORMAL,60.6,선박 및 보트 건조업,383614813500.0,36.2,14.74,0,0,2.9,7.31,5.72,8.26,-1.96,-3.36,-2.61,-34.91,-62.66,0.342,0.301,0,7.4,1,1,0.99,0.96,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,9.04,4.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,135560.0,1.81,0.0757,False,O,▲,130179,▲,O,X,0,0,0,0.08,250,0,1,-1,1,0.0,선박 및 보트 건조업,12.425342465753424,6.825068493150685,6.0,7.4,OK,82.92392569310174,82.92392569310174,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,63.9,63.9,63.9,32.95,32.95,FRESH,0.439,,True,MATURE,137420.0,0.0,,,,,,True,14.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
104,065350,신성델타테크,KOSDAQ,기타,60500,54.37,16627.8,0.0,,WAIT,WAIT,3,False,False,True,63.5,63.5,95.6,58.4,9.7,0.0,13.8,54.6,85.9,0.0,0.61,0.0,진입적정,0,60500.0,54400.0,64200.0,83000.0,,-2.27,0.75,67358,0.32,특이사항 없음,0,3.21,70.6,6.42,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,NORMAL,60.6,가정용 기기 제조업,5436643650.0,61.8,17.87,0,0,0.83,-0.17,6.89,2.72,1.68,5.58,-8.15,-31.27,-53.72,0.516,0.184,1,8.9,1,0,2.42,0.67,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,10.08,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,64760.0,-10.18,-0.0209,False,X,▼,60383,▲,O,X,0,0,0,1.67,250,0,-1,1,1,0.0,가정용 기기 제조업,5.056916666666667,2.3140833333333335,10.0,9.7,OK,52.529525575990874,52.529525575990874,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,63.5,63.5,63.5,32.95,32.95,FRESH,0.435,low_wr_0.44,True,MATURE,137420.0,0.0,,,,,,True,6.1,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
