LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),KELLY_ENGINE,KELLY_ERROR,추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON
40,248070,솔루엠,KOSPI,IT/전기전자,20700,115.3,9898.0,0.0,,WAIT,WAIT,3,False,1,True,74.3,74.3,83.7,80.6,40.4,0.0,63.7,68.2,43.3,45.9,1.98,0.0,RR2.0 + 진입적정,0,20700.0,18860.0,24350.0,26450.0,,-0.2,1.1,19300,23.8,특이사항 없음,0,2.91,54.4,0.05,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,전자부품 제조업,11529856965.0,53.8,25.14,0,0,-3.94,-2.13,6.7,5.13,16.95,14.75,-15.59,-19.53,-75.36,0.12,0.12,1,12.0,0,0,1.28,0.33,0,0,0,1,1,18634.5,7.25,-0.2315,False,O,▲,22174,▼,X,X,-1.16,250,0,1,1,1,30150.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.89,5.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,전자부품 제조업,-5.460217391304347,3.1239130434782605,3.0,0.07872670807453416,0.1285919602703848,0.0,OK,40.4,OK,57.94417762243123,57.94417762243123,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,74.3,74.3,74.3,36.48,0.45,FRESH,0.535,,False,0.326,True,MATURE,6272.0,1.984,0.855,0.855,0.0,0.0,v22_calibrated,,,,,,,,,True,17.6,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
41,330860,네패스아크,KOSDAQ,서비스 기타,39650,391.43,4831.0,0.0,,WAIT,WAIT,3,False,1,True,78.3,78.3,93.9,67.7,48.8,0.0,62.8,70.1,45.1,43.6,3.45,0.0,RR3.5 + 진입적정,0,39650.0,35550.0,53800.0,57200.0,,0.72,1.49,32387,77.53,특이사항 없음,0,18.39,50.8,2.0,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,"그외 기타 전문, 과학 및 기술 서비스업",39143367425.0,61.9,57.39,0,0,-12.95,-10.19,4.76,19.07,95.32,112.71,23.53,94.87,86.26,0.088,0.088,1,12.0,0,0,1.7,0.38,0,0,0,1,1,33885.0,22.42,-0.1355,False,O,▲,47369,▲,X,X,-4.28,250,0,1,1,1,64200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.34,6.0,3.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"그외 기타 전문, 과학 및 기술 서비스업",-8.622666666666667,-18.973333333333336,14.0,0.12592325707079807,0.09295988178328034,0.0,OK,48.8,OK,52.413310936917924,52.413310936917924,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,78.3,78.3,78.3,36.48,0.45,FRESH,0.535,,False,0.358,True,MATURE,6272.0,3.451,0.968,0.968,0.0,0.0,v22_calibrated,,,,,,,,,True,35.7,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
42,023530,롯데쇼핑,KOSPI,유통·소비재,158600,252.64,44866.0,0.0,,WAIT,WAIT,3,False,1,True,74.4,74.4,86.5,68.3,48.7,0.0,62.4,67.8,37.8,52.8,0.97,0.0,진입적정,0,158600.0,138600.0,178000.0,197600.0,,1.07,0.94,119468,45.39,특이사항 없음,0,12.25,67.2,14.35,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,종합 소매업,25263690100.0,81.5,48.36,0,0,-6.6,9.38,17.22,30.32,39.98,117.26,9.6,3.5,27.15,0.028,0.028,1,12.0,1,0,1.25,0.68,0,0,0,1,1,135940.0,32.75,0.2189,False,O,▲,163655,▲,X,X,-4.59,250,0,1,1,1,202500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,12.61,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,종합 소매업,3.298666666666667,-8.854000000000001,8.0,0.07021257431093497,0.27837961600828237,0.2920353982300885,OK,48.7,OK,48.109025432486405,48.109025432486405,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,74.4,74.4,74.4,36.48,0.45,FRESH,0.535,,False,0.327,True,MATURE,6272.0,0.97,0.855,0.855,0.0,0.0,v22_calibrated,,,,,,,,,True,12.2,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
43,042700,한미반도체,KOSPI,반도체,317000,7574.38,302139.7,0.0,,WAIT,WAIT,3,False,1,True,63.3,63.3,57.2,64.5,78.7,0.0,62.3,66.8,21.5,73.1,3.69,0.0,RR3.7 + 진입적정,0,317000.0,287500.0,426000.0,442500.0,,-0.74,1.75,308002,154.71,특이사항 없음,0,4.96,53.7,-10.02,AI 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,특수 목적용 기계 제조업,757437964250.0,70.3,51.11,0,0,-14.09,-20.75,-13.86,8.56,56.54,160.48,-12.16,20.06,70.37,0.109,0.012,1,12.0,0,0,1.09,0.24,0,0,0,0,1,313600.0,2.92,-0.7194,False,O,▲,400308,▼,X,X,-8.67,250,0,1,1,1,488500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.31,4.0,3.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,-1.77741935483871,40.12096774193548,1.0,0.11570527264533573,0.017956693702416933,0.024096385542168676,OK,78.7,OK,40.35744851122382,40.35744851122382,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,63.3,63.3,63.3,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.695,0.831,0.831,0.0,0.0,v22_calibrated,,,,,,,,,True,34.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
44,028260,삼성물산,KOSPI,기타,399500,1921.19,647859.5,0.0,,WAIT,WAIT,3,False,1,True,74.8,74.8,87.6,65.8,50.8,0.0,62.3,68.1,36.8,54.0,1.55,0.0,RR1.6 + 진입적정,0,399500.0,347500.0,480000.0,515000.0,,-0.06,0.74,330666,33.65,특이사항 없음,0,3.04,67.4,11.86,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,기타 전문 도매업,192119476250.0,61.6,65.45,0,0,0.76,-11.62,33.84,30.56,25.63,86.25,9.84,-10.85,-3.86,0.049,0.049,1,12.0,1,0,1.54,0.56,34757,10387,45144,1,1,371450.0,20.82,-0.6313,False,O,▲,451815,▲,X,X,-2.52,250,0,1,1,1,544000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,13.02,4.0,1.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 전문 도매업,-3.9532,-1.33936,6.0,0.08251385660647238,0.1489375623016519,0.19047619047619047,OK,50.8,OK,43.01247163169937,43.01247163169937,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,74.8,74.8,74.8,36.48,0.45,FRESH,0.535,,False,0.33,True,MATURE,6272.0,1.548,0.856,0.856,0.0,0.0,v22_calibrated,,,,,,,,,True,20.2,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
45,036540,SFA반도체,KOSDAQ,반도체,8500,893.32,13979.1,0.0,,WAIT,WAIT,3,False,1,True,77.9,77.9,93.2,72.6,42.5,0.0,62.2,69.4,50.7,36.6,1.52,0.0,RR1.5 + 진입적정,0,8500.0,7220.0,10450.0,11240.0,⚡눌림회복,0.79,1.04,8130,7.0,특이사항 없음,0,6.99,37.2,1.53,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,반도체 제조업,89331999610.0,64.8,31.7,0,0,-1.28,0.83,2.41,16.44,20.06,103.84,20.9,19.61,77.39,0.108,0.108,1,12.0,0,0,1.52,0.41,0,0,0,1,-1,9896.0,4.54,0.0347,False,O,▲,8258,▼,O,X,-7.08,250,0,1,1,1,11680.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,5.0,1.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,-1.77741935483871,40.12096774193548,1.0,0.09193277310924369,0.13290275596566611,0.36,OK,42.5,OK,51.24685469524162,51.24685469524162,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,77.9,77.9,77.9,36.48,0.45,FRESH,0.535,,False,0.355,True,MATURE,6272.0,1.523,0.954,0.954,0.0,0.0,v22_calibrated,,,,,,,,,True,22.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
46,195870,해성디에스,KOSPI,IT/전기전자,85900,189.17,14603.0,0.0,,WAIT,WAIT,3,False,1,True,76.5,76.5,91.2,65.4,50.1,0.0,62.2,68.9,41.1,48.6,0.85,0.0,진입적정,0,85900.0,73000.0,96900.0,111500.0,,-0.08,0.58,67693,60.78,특이사항 없음,0,30.76,55.4,9.29,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,전자부품 제조업,18916891850.0,57.4,44.05,0,0,-1.94,0.59,7.11,44.86,47.59,60.86,24.14,11.11,-29.25,0.007,0.007,1,12.0,0,0,1.55,0.72,0,0,0,1,1,66920.0,26.89,-0.1653,False,O,▲,88765,▲,X,X,-3.54,250,0,1,1,1,128400.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,전자부품 제조업,-5.460217391304347,3.1239130434782605,3.0,0.08498253783469151,0.022021511975458034,0.2328767123287671,OK,50.1,OK,37.52760039853395,37.52760039853395,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,76.5,76.5,76.5,36.48,0.45,FRESH,0.535,,False,0.343,True,MATURE,6272.0,0.853,0.907,0.853,0.0,0.0,v22_calibrated,,,,,,,,,True,12.8,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
47,018880,한온시스템,KOSPI,조선·기계·설비,4910,891.37,50389.5,0.0,,WAIT,WAIT,3,False,1,True,79.0,79.0,98.6,57.1,52.6,0.0,60.6,69.4,46.0,42.5,1.28,0.0,RR1.3 + 진입적정,0,4910.0,4170.0,5860.0,6680.0,,-1.72,0.45,4763,4.49,특이사항 없음,0,6.7,58.4,5.36,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,일반 목적용 기계 제조업,89137167743.0,71.2,41.24,0,0,-2.77,-14.31,16.08,20.2,10.09,36.2,-0.52,-26.39,-53.91,0.184,0.184,1,12.0,0,0,1.74,0.48,0,0,0,1,1,4178.0,3.08,-0.4708,False,O,▲,5317,▼,X,X,-0.4,250,0,1,1,1,7270.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.07,4.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,일반 목적용 기계 제조업,-1.6224285714285716,14.934714285714287,2.0,0.10256037241780622,0.24583257351573223,0.0,OK,52.6,OK,35.5,35.5,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,79.0,79.0,79.0,36.48,0.45,FRESH,0.535,,False,0.363,True,MATURE,6272.0,1.284,0.992,0.992,0.0,0.0,v22_calibrated,,,,,,,,,True,19.3,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
48,012860,모베이스전자,KOSDAQ,자동차·모빌리티,4535,141.47,3321.1,0.0,,WAIT,WAIT,3,False,1,True,80.5,80.5,96.2,44.3,82.8,0.0,60.5,74.4,51.9,35.1,3.7,0.0,RR3.7 + 진입적정,0,4535.0,3850.0,7070.0,8140.0,,-0.02,0.36,4665,3.38,특이사항 없음,0,5.38,59.1,5.96,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,30.9,자동차 신품 부품 제조업,14147145560.0,85.3,62.66,0,0,-2.47,-2.26,18.72,12.81,16.43,227.67,17.27,15.98,201.22,0.28,0.223,1,12.0,1,0,1.86,0.26,0,0,0,1,1,4477.5,-2.8,-0.6554,False,O,▲,5277,▲,X,X,-1.08,248,0,1,1,1,9490.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.1,6.0,3.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,자동차 신품 부품 제조업,-3.105,0.12333333333333367,5.0,0.13647818554103008,0.0981777097238421,0.21518987341772153,OK,82.8,OK,31.01651993702803,31.01651993702803,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,80.5,80.5,80.5,36.48,0.45,FRESH,0.535,,False,0.375,True,MATURE,6272.0,3.701,1.042,1.042,0.0,0.0,v22_calibrated,,,,,,,,,True,55.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
49,016380,KG스틸,KOSPI,철강·금속,6950,79.45,6950.6,0.0,,WAIT,WAIT,3,False,1,True,78.9,78.9,95.6,47.2,72.7,0.0,59.9,71.8,48.4,39.5,1.27,0.0,RR1.3 + 진입적정,0,6950.0,6200.0,7900.0,8770.0,,0.42,0.82,6397,-2.21,특이사항 없음,0,12.08,62.3,4.73,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,30.9,1차 철강 제조업,7944699910.0,77.1,31.36,0,0,-7.21,2.96,-1.14,20.24,18.4,31.38,-0.48,-18.08,-58.73,0.141,0.141,0,12.0,0,0,1.36,0.57,0,0,0,1,1,5997.0,8.64,0.0044,False,O,▲,7143,▲,X,X,0.13,250,0,1,1,1,9620.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.79,5.0,1.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,1차 철강 제조업,-2.7444444444444445,0.1399999999999993,4.0,0.07451181911613566,0.37279598538662556,0.015625,OK,72.7,OK,38.60126295719462,38.60126295719462,8,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,78.9,78.9,78.9,36.48,0.45,FRESH,0.535,,False,0.363,True,MATURE,6272.0,1.267,0.988,0.988,0.0,0.0,v22_calibrated,,,,,,,,,True,13.7,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
50,083450,GST,KOSDAQ,조선·기계·설비,59500,210.24,10965.9,0.0,,WAIT,WAIT,3,False,1,True,74.2,74.2,88.7,68.0,42.1,0.0,59.9,66.3,46.6,41.8,1.26,0.0,RR1.3 + 진입적정,0,59500.0,50500.0,70800.0,79600.0,,-0.92,0.74,39513,106.39,특이사항 없음,0,19.68,70.4,12.57,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CRITICAL,30.9,특수 목적용 기계 제조업,21024448300.0,73.3,63.92,0,0,0.68,-8.74,22.68,42.51,108.41,110.25,46.97,107.96,83.8,0.024,0.024,1,12.0,0,0,1.36,0.62,0,0,0,1,1,51780.0,50.58,-0.5941,False,O,▲,66575,▲,X,X,-2.88,250,0,1,1,1,83500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.13,5.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,-1.6224285714285716,14.934714285714287,2.0,0.09651860744297719,0.04458111931461791,0.1774193548387097,OK,42.1,OK,40.4360657619847,40.4360657619847,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,74.2,74.2,74.2,36.48,0.45,FRESH,0.535,,False,0.325,True,MATURE,6272.0,1.256,0.855,0.855,0.0,0.0,v22_calibrated,,,,,,,,,True,19.0,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
51,483650,달바글로벌,KOSPI,화학·소재,228500,408.88,28383.2,0.0,,WAIT,WAIT,3,False,1,True,77.2,77.2,95.6,57.1,51.5,0.0,59.8,68.1,44.1,44.9,1.38,0.0,RR1.4 + 진입적정,0,228500.0,195100.0,274500.0,293500.0,⚡눌림회복,1.12,0.69,198321,52.8,특이사항 없음,0,6.2,44.6,1.02,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,기타 화학제품 제조업,40888175000.0,62.7,30.58,0,0,-3.38,4.58,1.11,21.09,31.55,74.43,0.37,-4.93,-15.68,0.076,0.076,1,12.0,0,0,1.73,0.45,0,0,0,1,1,205180.0,15.22,0.0009,False,O,▲,239913,▲,X,X,-4.86,241,0,1,1,1,312000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.62,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 화학제품 제조업,-8.170697674418605,-7.311162790697674,11.0,0.08096280087527352,0.07242422614714382,0.425,OK,51.5,OK,42.38959468726314,42.38959468726314,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,77.2,77.2,77.2,36.48,0.45,FRESH,0.535,,False,0.349,True,MATURE,6272.0,1.377,0.931,0.931,0.0,0.0,v22_calibrated,,,,,,,,,True,20.1,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
52,069960,현대백화점,KOSPI,유통·소비재,112000,104.2,24152.7,0.0,,WAIT,WAIT,3,False,1,True,75.4,75.4,94.8,54.7,47.9,0.0,57.4,65.8,46.9,41.4,1.57,0.0,RR1.6 + 진입적정,0,112000.0,101800.0,128000.0,142300.0,,0.22,0.67,98063,20.11,특이사항 없음,0,17.58,60.5,4.67,STRUCT 강점,TIMING 보조,,추세 관망,CRITICAL,30.9,종합 소매업,10420308250.0,65.2,37.86,0,0,-5.64,0.72,2.85,22.81,2.0,19.15,2.09,-34.48,-70.96,0.097,0.097,1,12.0,0,0,1.42,0.59,0,0,0,1,1,99320.0,14.21,-0.0647,False,O,▲,118342,▲,X,X,0.25,250,0,1,1,1,161400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.11,5.0,1.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,종합 소매업,3.298666666666667,-8.854000000000001,8.0,0.07716836734693877,0.022584629687517625,0.0,OK,47.9,OK,41.066165201329156,41.066165201329156,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,75.4,75.4,75.4,36.48,0.45,FRESH,0.535,,False,0.335,True,MATURE,6272.0,1.569,0.87,0.87,0.0,0.0,v22_calibrated,,,,,,,,,True,14.3,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
53,003470,유안타증권,KOSPI,서비스 기타,6110,99.87,12195.4,0.0,,WAIT,WAIT,3,False,1,True,75.8,75.8,90.2,40.7,80.1,0.0,57.3,70.3,49.5,38.1,2.49,0.0,RR2.5 + 진입적정,0,6110.0,5190.0,8400.0,8670.0,,-1.66,0.28,6358,1.38,특이사항 없음,0,8.63,59.2,2.35,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,30.9,금융 지원 서비스업,9987193480.0,84.3,59.98,0,0,-3.78,-10.67,16.38,21.47,21.23,65.36,0.75,-15.25,-24.75,0.15,0.111,1,12.0,1,0,1.21,0.34,0,0,0,1,1,5823.0,-3.91,-0.7493,False,O,▲,7023,▼,X,X,-0.94,250,0,1,1,1,9530.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.06,5.0,2.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,금융 지원 서비스업,-8.622666666666667,-18.973333333333336,14.0,0.11947626841243862,0.01004756448396838,0.07692307692307693,OK,80.1,OK,26.686844321478684,26.686844321478684,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,75.8,75.8,75.8,36.48,0.45,FRESH,0.535,,False,0.338,True,MATURE,6272.0,2.489,0.884,0.884,0.0,0.0,v22_calibrated,,,,,,,,,True,37.5,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
