LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),KELLY_ENGINE,KELLY_ERROR,추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON
103,327260,RF머트리얼즈,KOSDAQ,IT/전기전자,93800,136.95,7968.4,0.0,,WAIT,WAIT,3,False,1,True,47.9,47.9,58.7,18.2,55.2,0.0,35.6,44.0,40.5,49.4,5.21,0.0,RR5.2 + 진입적정,0,93800.0,87500.0,126600.0,141700.0,,-1.68,0.39,75626,277.5,특이사항 없음,0,14.36,52.0,-8.43,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,25.6,전자부품 제조업,13694922250.0,56.7,42.91,0,0,-5.63,-20.98,-12.27,-5.58,147.46,488.83,1.74,154.04,464.38,0.108,0.062,1,12.0,1,0,1.52,0.31,0,0,0,0,1,79945.5,24.03,-0.9761,True,O,▲,112722,▼,X,X,0.0,250,0,1,1,1,150700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.72,5.0,5.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,-5.661219512195122,4.6329268292682935,4.0,0.14567468778556197,0.018646655984083646,0.10752688172043011,OK,55.2,OK,5.0,5.0,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,47.9,47.9,47.9,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,5.206,0.792,0.792,0.0,0.0,v22_calibrated,,,,,,,,,True,35.0,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
104,036540,SFA반도체,KOSDAQ,반도체,7840,397.62,12893.7,0.0,,WAIT,WAIT,3,False,1,True,46.4,46.4,55.4,16.6,59.0,0.0,34.7,43.7,42.4,47.0,5.8,0.0,RR5.8 + 진입적정,0,7840.0,7390.0,10450.0,10670.0,,0.79,0.48,8146,-1.31,특이사항 없음,0,6.13,27.8,-6.63,AI 강점,STRUCT 보조,,추세 관망,CRITICAL,25.6,반도체 제조업,39762042195.0,53.7,30.07,0,0,-7.76,-1.88,-9.05,6.81,4.95,97.73,14.13,11.53,73.28,0.35,0.266,0,12.0,0,0,1.48,0.2,0,0,0,0,-1,9896.0,-3.77,0.0175,True,O,▲,8204,▼,X,X,-2.47,250,0,1,1,1,11680.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.74,5.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,-0.575172413793103,37.39655172413793,1.0,0.10295189504373177,0.1304499525009287,0.42735042735042733,OK,59.0,OK,22.77228875906924,22.77228875906924,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,46.4,46.4,46.4,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,5.8,0.789,0.789,0.0,0.0,v22_calibrated,,,,,,,,,True,33.3,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
105,271560,오리온,KOSPI,유통·소비재,137600,169.17,54401.7,0.0,,WAIT,WAIT,3,False,1,True,27.1,27.1,7.1,70.5,27.8,0.0,34.3,35.1,63.4,20.8,1.2,0.0,RR1.2 + 진입적정,0,137600.0,127200.0,150100.0,156400.0,,-0.88,1.21,134321,33.19,특이사항 없음,4,-2.09,43.9,-1.88,TIMING 강점,,,추세 관망,CRITICAL,25.6,기타 식품 제조업,16916774350.0,41.0,8.94,1,1,1.03,-1.08,-3.64,0.51,0.44,30.8,-16.93,-27.64,-54.25,0.123,0.123,1,7.8,0,0,1.03,0.34,0,0,0,0,1,133740.0,2.44,-0.0382,True,O,▲,138982,▼,X,X,0.59,250,0,1,1,1,168700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.56,4.0,1.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 식품 제조업,3.565,2.5225,3.0,0.03901058970099668,-0.7770910421174583,0.0,OK,27.8,OK,40.0,40.0,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,27.1,27.1,27.1,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,1.202,0.749,0.749,0.0,0.0,v22_calibrated,,,,,,,,,True,9.1,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
106,005290,동진쎄미켐,KOSDAQ,화학·소재,57600,692.28,29358.8,0.0,,WAIT,WAIT,3,False,1,True,30.7,30.7,23.0,58.2,17.5,0.0,33.7,32.9,40.7,49.1,0.84,0.0,진입적정,0,57600.0,49500.0,64400.0,71500.0,,1.18,1.23,53191,45.47,특이사항 없음,0,-5.61,43.6,-0.95,TIMING 강점,,저점 이탈,추세 관망,CRITICAL,25.6,기초 화학물질 제조업,69228325150.0,55.9,17.59,0,0,2.67,2.49,-2.21,4.16,5.69,73.49,11.48,12.27,49.04,0.087,0.087,1,12.0,0,0,1.65,0.51,11405,0,11405,0,1,50290.0,8.29,-0.1336,False,O,▲,56392,▼,O,X,-1.07,250,0,1,1,1,78400.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.06,5.0,0.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기초 화학물질 제조업,-6.764736842105263,-8.817631578947369,12.0,0.06870039682539683,0.006790547268135936,0.5714285714285714,OK,17.5,OK,43.82613904836258,43.82613904836258,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,30.7,30.7,30.7,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,0.84,0.757,0.757,0.0,0.0,v22_calibrated,,,,,,,,,True,11.8,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
107,397030,에이프릴바이오,KOSDAQ,기타,55200,144.06,12924.4,0.0,,WAIT,WAIT,3,False,1,True,30.0,30.0,14.9,41.8,57.0,0.0,33.6,37.9,42.1,47.4,4.48,0.0,RR4.5 + 진입적정,0,55200.0,50400.0,76700.0,78700.0,,-2.13,0.88,62770,26.15,특이사항 없음,2,-8.61,41.3,-10.42,AI 강점,,저점 이탈,추세 관망,CRITICAL,25.6,자연과학 및 공학 연구개발업,14405953900.0,59.1,29.47,0,0,2.79,-24.69,-4.33,-7.54,-21.37,43.38,-0.22,-14.79,18.93,0.335,0.155,1,12.0,0,0,1.36,0.13,0,0,0,0,1,53280.0,-12.06,-0.8698,False,X,▲,62836,▼,X,X,-0.93,250,0,1,1,1,84400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.7,5.0,4.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,자연과학 및 공학 연구개발업,-3.7547058823529413,-1.2380672268907564,6.0,0.12124741200828158,0.008774560411641447,0.4716981132075472,OK,57.0,OK,29.523634057450092,29.523634057450092,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,30.0,30.0,30.0,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,4.479,0.755,0.755,0.0,0.0,v22_calibrated,,,,,,,,,True,38.9,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
108,006400,삼성SDI,KOSPI,2차전지,587000,3001.7,473037.1,0.0,,WAIT,WAIT,3,False,1,True,45.6,45.6,47.0,12.9,82.5,0.0,33.5,47.5,69.6,13.0,3.49,0.0,RR3.5 + 진입적정,0,587000.0,548000.0,723000.0,739000.0,,-0.48,0.52,508694,50.98,특이사항 없음,0,11.0,40.3,-9.74,AI 강점,,,추세 관망,CRITICAL,25.6,일차전지 및 이차전지 제조업,300170058500.0,35.2,27.09,0,0,-4.24,-6.68,-16.74,14.42,43.87,97.98,-3.02,15.79,12.93,0.164,0.104,1,12.0,0,0,1.17,0.36,0,0,0,0,1,581100.0,15.39,-0.3757,True,O,▲,626779,▼,X,X,-0.16,250,0,1,1,1,825000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.64,4.0,3.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,일차전지 및 이차전지 제조업,-7.111,-4.966,9.0,0.0706984667802385,-0.00658510143912318,0.17647058823529413,OK,82.5,OK,5.8198888556967745,5.8198888556967745,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,45.6,45.6,45.6,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,3.487,0.787,0.787,0.0,0.0,v22_calibrated,,,,,,,,,True,23.2,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
109,005385,현대차우,KOSPI,자동차·모빌리티,249000,495.76,58119.0,0.0,,WAIT,WAIT,3,False,1,True,32.7,32.7,28.3,34.5,42.7,0.0,33.4,35.2,14.4,82.0,5.75,0.0,밸런스우수 + RR5.8 + 진입적정,0,249000.0,239000.0,306500.0,329000.0,,-0.78,1.29,268202,-7.52,특이사항 없음,0,0.82,48.3,-4.53,,,,추세 관망,CRITICAL,25.6,기타,49576382250.0,69.9,17.84,0,0,-7.43,-6.74,0.0,-1.78,-9.45,26.98,-19.22,-37.53,-58.07,0.648,0.427,0,12.0,0,1,1.31,0.07,0,0,0,0,1,243250.0,-7.16,-0.2677,True,X,▲,277342,▼,X,X,-0.19,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.02,4.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타,-9.378888888888888,-5.334444444444445,11.0,0.06454388984509467,0.12698473044180286,0.022222222222222223,OK,42.7,OK,44.516174242384736,44.516174242384736,8,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,32.7,32.7,32.7,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,5.75,0.761,0.761,0.0,0.0,v22_calibrated,,,,,,,,,True,23.1,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
110,230240,에치에프알,KOSDAQ,IT/전기전자,28700,142.24,3819.7,0.0,,WAIT,WAIT,3,False,1,True,50.0,50.0,65.6,9.1,58.1,0.0,32.9,44.3,56.5,29.4,4.78,0.0,RR4.8 + 진입적정,0,28700.0,26400.0,39700.0,42350.0,,-1.9,0.71,29112,-0.57,특이사항 없음,0,8.13,53.4,-9.43,STRUCT 강점,AI 보조,,추세 관망,CRITICAL,25.6,통신 및 방송 장비 제조업,14223663425.0,76.2,50.38,0,0,-1.2,-20.39,-21.58,-6.82,63.25,95.37,0.5,69.83,70.92,0.469,0.281,0,12.0,1,0,1.76,0.24,0,0,0,0,1,28115.0,-1.42,-0.9922,False,O,▲,34361,▼,X,X,0.69,250,0,1,1,1,46550.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.01,6.0,4.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,-5.661219512195122,4.6329268292682935,4.0,0.13551518168242907,0.01068435809574371,0.6875,OK,58.1,OK,18.054499005886797,18.054499005886797,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,50.0,50.0,50.0,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,4.783,0.796,0.796,0.0,0.0,v22_calibrated,,,,,,,,,True,38.3,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
111,226950,올릭스,KOSDAQ,기타,151200,588.49,30694.5,0.0,,WAIT,WAIT,3,False,1,True,26.6,26.6,6.3,48.0,55.5,0.0,32.8,36.6,49.2,38.5,2.02,0.0,RR2.0 + 진입적정,0,151200.0,128500.0,197000.0,217000.0,,-0.45,1.44,176181,9.04,특이사항 없음,0,-17.43,22.5,-10.97,AI 강점,,저점 이탈,추세 관망,CRITICAL,25.6,자연과학 및 공학 연구개발업,58848746450.0,31.6,27.23,0,0,1.96,-9.73,-13.2,-12.85,15.16,13.17,-5.53,21.74,-11.28,0.356,0.116,1,12.0,0,0,1.32,0.28,0,0,0,0,-1,193550.0,-14.18,-0.1064,False,X,▲,155961,▼,X,X,-0.88,250,0,1,1,1,241500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,5.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,자연과학 및 공학 연구개발업,-3.7547058823529413,-1.2380672268907564,6.0,0.10095427059712773,0.0033746168397615086,0.14563106796116504,OK,55.5,OK,39.57241157221926,39.57241157221926,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,26.6,26.6,26.6,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,2.018,0.748,0.748,0.0,0.0,v22_calibrated,,,,,,,,,True,30.3,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
112,018260,삼성에스디에스,KOSPI,IT/전기전자,171000,792.18,132316.0,0.0,,WAIT,WAIT,3,False,1,True,29.8,29.8,24.6,40.9,30.1,0.0,32.0,31.9,16.3,79.6,4.94,0.0,RR4.9 + 진입적정,0,171000.0,162700.0,212000.0,230000.0,,-0.06,0.95,174557,-3.05,특이사항 없음,2,1.08,51.1,-2.61,,,,추세 관망,CRITICAL,25.6,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",79218463700.0,70.4,13.62,1,0,-5.32,-4.63,2.46,-6.3,-0.35,4.14,-23.74,-28.43,-80.91,0.646,0.646,0,12.0,0,0,1.08,0.11,0,0,0,0,1,165240.0,-2.04,-0.0383,True,O,▼,181970,▲,X,X,-1.05,250,0,-1,1,1,253000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.85,4.0,4.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",-5.661219512195122,4.6329268292682935,4.0,0.06035923141186299,0.21147394135448352,0.037037037037037035,OK,30.1,OK,37.73268717793603,37.73268717793603,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,29.8,29.8,29.8,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,4.94,0.755,0.755,0.0,0.0,v22_calibrated,,,,,,,,,True,24.0,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
113,033100,제룡전기,KOSDAQ,인프라·에너지,63200,241.73,10151.4,0.0,,WAIT,WAIT,3,False,1,True,48.2,48.2,59.2,5.6,71.1,0.0,31.8,45.3,65.5,18.1,11.77,0.0,RR11.8 + 진입적정,0,63200.0,60600.0,93800.0,96000.0,,-2.4,0.47,66252,12.64,특이사항 없음,0,24.5,51.7,-8.7,AI 강점,STRUCT 보조,,추세 관망,CRITICAL,25.6,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",24172667550.0,70.5,77.16,0,0,-4.96,-18.35,-30.93,23.68,17.91,85.88,31.0,24.49,61.43,0.26,0.17,1,12.0,0,0,1.18,0.3,0,0,0,0,-1,91610.0,-4.61,-1.2187,True,O,▲,77262,▼,X,X,3.91,250,0,1,1,1,107900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.11,5.0,11.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-17.834615384615383,6.14,7.0,0.14014466546112114,-0.0007004480821698462,0.20481927710843373,OK,71.1,OK,5.0,5.0,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,48.2,48.2,48.2,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,11.769,0.792,0.792,0.0,0.0,v22_calibrated,,,,,,,,,True,48.4,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
114,103590,일진전기,KOSPI,기타,105000,527.72,50069.7,0.0,,WAIT,WAIT,3,False,1,True,40.4,40.4,53.1,24.9,24.9,0.0,31.0,34.3,28.2,64.8,7.03,0.0,RR7.0 + 진입적정,0,105000.0,98900.0,147900.0,161800.0,,-1.64,0.57,100321,75.31,특이사항 없음,0,20.14,46.9,-11.65,STRUCT 강점,,,추세 관망,CRITICAL,25.6,절연선 및 케이블 제조업,52772385000.0,60.9,72.19,0,0,-7.24,-24.57,-27.13,21.81,47.06,86.5,4.37,18.98,1.45,0.181,0.082,1,12.0,0,0,0.94,0.32,0,0,0,0,-1,144315.0,4.66,-1.5531,True,O,▲,134929,▼,X,X,2.56,250,0,1,1,1,169400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.81,4.0,7.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,절연선 및 케이블 제조업,-3.7547058823529413,-1.2380672268907564,6.0,0.12051020408163265,0.024512081696697906,0.020833333333333332,OK,24.9,OK,18.145441135256693,18.145441135256693,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,40.4,40.4,40.4,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,7.033,0.777,0.777,0.0,0.0,v22_calibrated,,,,,,,,,True,40.9,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
115,086790,하나금융지주,KOSPI,금융,115300,1206.06,316346.0,0.0,,WAIT,WAIT,3,False,1,True,26.0,26.0,4.8,42.2,63.8,0.0,31.0,36.9,59.0,26.2,3.14,0.0,RR3.1 + 진입적정,0,115300.0,110300.0,131000.0,133700.0,,-1.18,1.11,117993,2.09,특이사항 없음,1,-3.72,37.2,-6.63,AI 강점,,,추세 관망,CRITICAL,25.6,기타 금융업,120606223722.0,43.3,13.16,0,0,0.96,-6.34,-8.93,-6.64,-8.71,24.51,-24.08,-36.79,-60.54,0.392,0.255,1,8.9,0,1,1.08,0.09,0,0,0,0,-1,132720.0,-2.28,-0.2694,True,O,▲,120944,▼,X,X,0.09,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.34,4.0,3.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 금융업,-0.39142857142857135,-7.937380952380953,8.0,0.04441828769669186,0.009389905159318137,0.7291666666666666,OK,63.8,OK,37.94866928707971,37.94866928707971,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,26.0,26.0,26.0,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,3.14,0.747,0.747,0.0,0.0,v22_calibrated,,,,,,,,,True,13.6,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
116,290550,디케이티,KOSDAQ,IT/전기전자,26400,65.76,5280.3,0.0,,WAIT,WAIT,3,False,1,True,42.2,42.2,57.5,24.0,23.0,0.0,30.9,34.8,34.5,56.9,3.72,0.0,RR3.7 + 진입적정,0,26400.0,24100.0,34950.0,38700.0,,-0.73,0.43,18322,117.14,특이사항 없음,0,5.97,50.2,-4.26,STRUCT 강점,,,추세 관망,CRITICAL,25.6,전자부품 제조업,6576491475.0,66.6,40.07,0,0,-0.38,-13.73,-0.56,6.24,144.44,284.28,13.56,151.02,259.83,0.06,0.032,1,12.0,0,0,1.19,0.26,0,0,0,0,1,23045.0,44.08,-0.9538,False,O,▲,31076,▼,X,X,1.89,250,0,1,1,1,41750.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.71,5.0,3.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,-5.661219512195122,4.6329268292682935,4.0,0.13284632034632035,0.008179212371548722,0.45569620253164556,OK,23.0,OK,5.799520435358517,5.799520435358517,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260519,20260519,,42.2,42.2,42.2,28.08,-6.58,FRESH,0.535,,False,0.3,True,MATURE,6437.0,3.717,0.78,0.78,0.0,0.0,v22_calibrated,,,,,,,,,True,32.4,,ELITE_SCORE,MATURE,6437,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,1,ORANGE,C_ORANGE,STRUCT < 90 + VWAP_GAP > 15% 강한 과열
