종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
030000,제일기획,KOSPI,광고업,광고업,미디어·콘텐츠,23100,90.14,26574.5,23100,22350,24550,25950,68.8,53.7,68.5,🔺 Watch (상승 준비),③ 박스 / 중립,2.67,14.36,-4.09,-4.86,-20.0,3,1.0,0.66,0.21,1.0,0.32,0.0,0.73,61.5,63.3,1.02,23005,0.41,,-43.0292,0.0233,1.29,-1.1,21955,1,3.25,1,1,1,1,True,0.43,0.87,13.51,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",1.8,108,249.5,1.08,11.0,1.9333333333333333,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),3,66,20251222,20251222,18.37,6.27,13.51,-4.86
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,37800,155.24,19434.7,37800,35150,41000,44200,68.5,61.0,82.2,↩️ PULL (눌림),⑤ 하락 / 약세,18.31,15.77,9.82,-14.86,-3.11,0,0.95,0.89,1.0,1.0,0.22,0.07,0.69,45.2,33.0,1.74,36927,2.36,,76.4945,-0.0035,0.56,-0.34,34490,1,18.05,0,0,0,1,False,3.42,-3.32,-8.59,5,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",2.0,66,249.5,1.4210714285714285,9.0,1.2075471698113207,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,67,20251222,20251222,18.37,6.27,-8.59,-14.86
138040,메리츠금융지주,KOSPI,기타 금융업,기타 금융업,금융,109700,231.95,192218.3,109700,105800,114400,119000,68.5,47.8,71.1,↩️ PULL (눌림),⑤ 하락 / 약세,1.86,-2.23,-4.9,-26.11,-36.59,7,0.95,0.45,0.27,1.0,0.1,0.17,0.78,49.6,43.5,0.16,109391,0.28,,156.363,-0.0202,1.11,-1.4,114730,-1,3.79,1,1,1,1,True,-0.36,-0.9,-7.74,3,,"RSI적정, 20선근접, MACD>Sig, VWAP상회",1.8,22,241.3,4.880833333333333,2.0,1.205128205128205,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,68,20251222,20251222,18.37,6.27,-7.74,-26.11
101490,에스앤에스텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,48600,113.66,10368.8,48600,45150,52700,56800,68.3,61.5,81.6,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,10.83,23.04,2.34,-16.44,4.16,0,0.94,0.88,1.0,1.0,0.21,0.02,0.83,36.7,21.4,0.86,46725,4.01,,106.1149,0.1093,1.34,0.93,50510,-1,21.35,0,0,0,1,False,4.97,-0.72,-10.17,4,,"MACD상승, 20선근접, 거래량↑, MACD>Sig, VWAP상회",2.0,51,247.9,6.860166666666667,1.0,1.1884057971014492,0.0,-1,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,69,20251222,20251222,18.37,6.27,-10.17,-16.44
064400,LG씨엔에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,64100,305.68,62103.9,64100,59600,69500,74900,68.2,64.1,79.9,↩️ PULL (눌림),⑤ 하락 / 약세,14.06,-24.14,7.3,-24.93,-58.5,0,0.95,0.88,1.0,1.0,0.12,0.27,0.63,62.4,69.7,2.58,64537,-0.68,,118.6345,-0.2754,0.34,-0.18,58640,1,24.15,0,0,0,1,True,-1.99,-0.16,-6.56,4,,"RSI적정, 20선근접, 정배열(단), 자금유입, MACD>Sig",2.0,39,250.0,6.860166666666667,1.0,1.2,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,70,20251222,20251222,18.37,6.27,-6.56,-24.93
006260,LS,KOSPI,기타 금융업,기타 금융업,금융,187700,158.81,59500.9,187700,174500,203500,219500,68.1,60.7,81.6,↩️ PULL (눌림),⑤ 하락 / 약세,4.74,0.75,-2.02,-17.46,-33.61,0,0.94,0.88,1.0,1.0,0.2,0.08,0.67,60.9,64.8,1.89,189610,-1.01,,623.9118,-0.1216,0.49,-0.3,198240,-1,12.5,0,0,0,1,True,0.37,-0.27,0.91,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig",2.0,13,244.0,4.880833333333333,2.0,1.196969696969697,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,71,20251222,20251222,18.37,6.27,0.91,-17.46
454910,두산로보틱스,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,82300,362.68,53346.8,81500,75700,90100,98600,68.1,66.1,78.6,🔺 Watch (상승 준비),③ 박스 / 중립,16.9,24.51,10.14,-2.78,-9.85,0,0.93,0.99,1.0,0.85,0.23,0.34,0.7,63.4,64.5,4.05,80618,2.09,,-193.9386,-0.2278,0.92,-0.92,71580,1,21.94,0,0,0,1,False,-2.72,1.11,15.59,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.0,30,244.5,1.2833870967741934,10.0,1.1818181818181819,0.98159509202454,1,📉 매도세 우위. 💸 자금 유입 지속. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),3,72,20251222,20251222,18.37,6.27,15.59,-2.78
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,169900,257.53,131464.9,169900,162200,179200,188400,68.0,55.8,75.1,↩️ PULL (눌림),⑤ 하락 / 약세,1.86,-1.96,-4.9,-15.09,-36.32,1,0.95,0.57,0.51,1.0,0.1,0.21,0.74,48.3,41.6,-1.42,171094,-0.7,,-503.8582,-0.0909,1.18,-1.59,161860,1,6.77,1,1,1,0,True,-2.41,-2.69,3.28,3,,"RSI적정, 정배열(단), 장기추세(120↑)",1.8,14,237.9,6.860166666666667,1.0,1.2077922077922079,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,73,20251222,20251222,18.37,6.27,3.28,-15.09
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,185400,1625.7,102202.1,185400,172700,201000,216000,67.9,72.7,83.8,↩️ PULL (눌림),② 상승 후 조정,7.11,183.05,-1.38,64.92,164.17,0,0.97,0.88,1.0,1.0,0.29,1.0,0.72,40.8,46.5,-2.02,188186,-1.48,,-3942.5282,-0.1134,0.79,-1.19,172740,1,20.71,0,0,0,0,True,-5.31,-0.75,71.19,2,,"정배열(단), 장기추세(120↑)",2.0,13,241.0,1.0575675675675675,12.0,1.2283464566929134,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,74,20251222,20251222,18.37,6.27,71.19,64.92
084370,유진테크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,76600,207.76,17553.7,76600,71200,83100,89500,67.8,66.6,86.9,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,-0.65,95.91,-9.14,6.88,77.03,0,0.95,0.89,1.0,1.0,0.46,0.14,0.87,42.5,34.4,-0.17,73370,4.4,,29.4521,0.1948,1.0,0.62,82220,-1,14.74,0,0,0,0,False,5.22,-1.67,13.15,5,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",2.0,32,245.1,1.2833870967741934,10.0,1.2037037037037037,0.0,-1,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,75,20251222,20251222,18.37,6.27,13.15,6.88
012450,한화에어로스페이스,KOSPI,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,886000,959.08,456851.7,886000,833000,950000,1013000,67.8,68.1,77.1,↩️ PULL (눌림),⑤ 하락 / 약세,3.63,-0.45,-3.13,-31.68,-34.81,0,0.95,0.76,0.89,1.0,0.1,1.0,0.72,57.5,63.6,0.36,879316,0.76,,1022.3568,-0.1662,0.55,-1.07,833200,1,18.16,0,0,0,1,False,-2.42,-5.44,-13.31,4,,"RSI적정, 20선근접, 자금유입, MACD>Sig, VWAP상회",2.0,2,177.2,1.0575675675675675,12.0,1.2075471698113207,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,76,20251222,20251222,18.37,6.27,-13.31,-31.68
196170,알테오젠,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,439500,1493.58,235157.9,439500,408500,476500,514000,67.6,72.3,83.5,🔺 Watch (상승 준비),④ 바닥 반등 시도,-16.6,15.51,-25.09,-19.58,-3.37,0,0.94,0.88,1.0,1.0,0.3,1.0,0.59,22.2,19.2,-7.55,434138,1.23,,-4172.053,0.4036,0.63,0.22,494500,-1,35.84,0,0,0,0,False,0.8,-4.04,-13.31,1,,"MACD상승, VWAP상회",2.0,5,219.8,1.0575675675675675,12.0,1.1935483870967742,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,77,20251222,20251222,18.37,6.27,-13.31,-19.58
004170,신세계,KOSPI,종합 소매업,종합 소매업,유통·소비재,249500,134.33,24064.7,249500,232000,270500,291500,67.6,61.0,80.5,↩️ PULL (눌림),② 상승 후 조정,15.51,32.08,8.75,6.07,-2.28,0,0.95,0.88,1.0,1.0,0.15,0.05,0.7,57.0,59.3,2.62,257990,-3.29,,-1320.9432,-0.2721,0.73,-2.26,223900,1,27.5,0,0,0,1,True,-5.67,2.25,24.44,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,10,249.5,3.733076923076923,4.0,1.2,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,78,20251222,20251222,18.37,6.27,24.44,6.07
126340,비나텍,KOSDAQ,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,73900,137.92,4858.0,72900,67800,80600,88300,67.6,63.3,79.2,🔺 Watch (상승 준비),② 상승 후 조정,25.47,138.39,16.98,32.64,119.51,0,0.87,0.95,1.0,0.79,0.44,0.05,0.67,61.2,74.6,4.38,72718,1.63,,-644.1287,-0.2606,0.82,-0.44,59310,1,38.81,0,0,0,1,False,1.51,1.09,38.91,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.0,34,247.9,-7.48,16.0,1.098360655737705,1.3717421124828533,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,79,20251222,20251222,18.37,6.27,38.91,32.64
389470,인벤티지랩,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,78800,419.46,9777.6,78800,73200,85500,92100,67.5,69.2,84.9,↩️ PULL (눌림),② 상승 후 조정,24.09,133.48,15.6,45.85,114.6,0,0.94,0.89,1.0,1.0,0.36,0.42,0.69,56.7,75.0,-1.62,85418,-7.75,,-1508.4078,-0.6097,0.54,-1.86,66160,1,65.03,0,0,0,0,True,-12.74,-12.54,52.12,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,31,244.3,1.0575675675675675,12.0,1.1964285714285714,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,80,20251222,20251222,18.37,6.27,52.12,45.85
267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,805000,912.97,290179.4,805000,748000,873000,941000,67.5,72.6,83.2,↩️ PULL (눌림),② 상승 후 조정,7.33,65.13,0.57,19.24,30.77,0,0.94,0.89,1.0,1.0,0.28,1.0,0.77,55.2,67.9,-0.97,814726,-1.19,,-4945.5897,-0.1937,0.94,-1.57,881450,-1,14.96,0,0,0,0,True,-3.01,-4.39,37.61,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,3,241.5,0.07399999999999991,13.0,1.1929824561403508,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,81,20251222,20251222,18.37,6.27,37.61,19.24
042520,한스바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,30300,113.04,4098.5,30300,28150,32850,35400,67.4,65.7,86.6,↩️ PULL (눌림),② 상승 후 조정,-13.55,243.54,-22.04,89.21,224.66,0,0.93,0.88,1.0,1.0,0.46,0.02,0.71,53.6,49.5,-0.91,32205,-5.92,,-73.7558,-0.188,0.61,-0.24,25460,1,29.81,0,0,0,0,False,-7.06,17.44,95.48,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,82,248.5,1.0575675675675675,12.0,1.186046511627907,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,82,20251222,20251222,18.37,6.27,95.48,89.21
145020,휴젤,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,235000,97.19,28914.5,234500,217500,254500,274000,67.4,60.3,80.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,6.33,-36.31,-2.16,-30.59,-55.19,0,0.88,0.87,0.99,0.97,0.27,0.0,0.72,52.0,44.7,3.3,236921,-0.81,,2505.6513,0.0453,0.69,0.43,246650,-1,12.84,0,0,0,1,False,6.58,7.06,-24.32,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",2.0,10,234.5,1.0575675675675675,12.0,1.1142857142857143,0.21321961620469082,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,83,20251222,20251222,18.37,6.27,-24.32,-30.59
089010,켐트로닉스,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,30700,103.08,5016.2,30700,28550,33300,35900,67.3,57.2,82.0,↩️ PULL (눌림),⑤ 하락 / 약세,6.97,32.04,-1.52,-5.78,13.16,0,0.95,0.89,1.0,1.0,0.21,0.01,0.73,47.8,62.5,0.39,29980,2.4,,-30.9376,-0.1159,0.65,-0.9,33895,-1,13.25,0,0,0,1,False,-1.76,-1.13,0.49,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입, VWAP상회",2.0,81,248.7,1.4210714285714285,9.0,1.2093023255813953,0.0,-1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,84,20251222,20251222,18.37,6.27,0.49,-5.78
010120,LS ELECTRIC,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,475000,440.37,142500.0,475000,441500,515000,555000,67.2,68.6,84.7,↩️ PULL (눌림),② 상승 후 조정,8.94,66.67,2.18,43.75,32.31,0,0.94,0.88,1.0,1.0,0.36,0.44,0.71,50.8,67.6,-0.72,475799,-0.17,,-5853.2767,-0.1426,0.58,-0.86,440400,1,18.49,0,0,0,0,True,-1.66,-8.3,62.12,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,5,237.5,0.07399999999999991,13.0,1.1940298507462686,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,85,20251222,20251222,18.37,6.27,62.12,43.75
082740,한화엔진,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,43350,403.9,36174.3,43350,40300,47000,50700,67.2,60.8,79.9,↩️ PULL (눌림),⑤ 하락 / 약세,1.17,57.35,-5.59,-17.32,22.99,0,0.94,0.88,1.0,1.0,0.12,0.4,0.78,51.7,50.4,0.1,41852,3.58,,-123.2189,-0.1558,1.08,-1.27,46545,-1,15.29,0,0,0,1,False,-1.14,-0.91,1.05,4,,"RSI적정, 20선근접, 장기추세(120↑), VWAP상회",2.0,57,247.1,1.2833870967741934,10.0,1.1967213114754098,0.0,-1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,86,20251222,20251222,18.37,6.27,1.05,-17.32
022100,포스코DX,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,26700,121.07,40593.3,26700,25000,28750,30750,67.1,59.0,80.7,↩️ PULL (눌림),③ 박스 / 중립,12.18,13.38,5.42,1.9,-20.98,0,0.95,0.8,0.96,1.0,0.22,0.03,0.71,50.5,65.9,0.55,26728,-0.11,,-145.9274,-0.2854,0.53,-1.76,25020,1,19.18,0,0,0,1,False,-7.77,-6.15,20.27,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,93,248.3,2.0136363636363637,6.0,1.2058823529411764,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),3,87,20251222,20251222,18.37,6.27,20.27,1.9
009830,한화솔루션,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,27450,124.71,47184.5,27450,26050,29100,30750,67.1,49.2,77.0,↩️ PULL (눌림),⑤ 하락 / 약세,3.78,-16.69,-2.98,-25.95,-51.05,5,0.93,0.63,0.67,1.0,0.1,0.04,0.75,48.4,52.7,-0.43,27105,1.27,,10.5836,-0.0622,0.78,-1.04,28890,-1,6.18,1,1,1,0,True,-1.44,-0.18,-7.58,3,,"RSI적정, 20선근접, MACD>Sig, VWAP상회",1.8,91,249.8,1.4210714285714285,9.0,1.1785714285714286,0.0,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,88,20251222,20251222,18.37,6.27,-7.58,-25.95
003490,대한항공,KOSPI,항공 여객 운송업,항공 여객 운송업,기타,22950,626.49,84506.6,22850,21500,24450,26000,67.1,67.7,76.0,🔻 REV (역추세 반등),④ 바닥 반등 시도,9.29,-1.5,2.53,-19.66,-35.86,0,0.81,0.69,0.88,0.93,0.32,0.68,0.6,62.3,59.8,3.49,22496,2.01,,66.3303,0.0056,2.55,1.17,21490,1,7.16,1,0,0,1,False,2.46,2.68,-1.29,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig, VWAP상회",2.5,109,249.1,1.0575675675675675,12.0,1.0344827586206897,0.437636761487965,1,🔇 변동성 축소 (BW 7.2%). 📈 상승 모멘텀 개선. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,89,20251222,20251222,18.37,6.27,-1.29,-19.66
068270,셀트리온,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,바이오·의약품,184600,691.69,426353.9,184600,178100,192400,200500,67.1,56.8,72.9,↩️ PULL (눌림),⑤ 하락 / 약세,1.37,15.45,-5.39,-9.2,-18.91,8,0.95,0.44,0.26,1.0,0.2,0.77,0.76,51.1,57.4,-0.3,184503,0.05,,-511.4429,-0.0481,0.81,-1.5,178175,1,3.78,1,1,1,0,True,-1.7,-1.34,9.17,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",1.8,13,240.0,-1.5678947368421052,14.0,1.2,0.0,1,🌪️ 8일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,90,20251222,20251222,18.37,6.27,9.17,-9.2
024110,기업은행,KOSPI,은행 및 저축기관,은행 및 저축기관,금융,21350,249.08,170250.4,21350,20400,22750,24100,67.0,64.7,77.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,6.22,16.67,-0.54,-10.32,-17.69,0,1.0,0.69,0.49,1.0,0.32,0.2,0.72,54.1,43.5,2.58,20963,1.84,,-11.664,0.0134,1.31,0.22,20135,1,5.72,1,0,0,1,True,1.91,2.15,8.05,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",1.8,117,249.8,4.880833333333333,2.0,1.4736842105263157,0.0,1,🔇 변동성 축소 (BW 5.7%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,91,20251222,20251222,18.37,6.27,8.05,-10.32
003230,삼양식품,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,1284000,641.42,96723.9,1284000,1194000,1392000,1500000,66.9,71.6,82.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-5.24,-3.75,-12.0,-35.1,-38.11,0,0.95,0.88,1.0,1.0,0.25,0.7,0.83,39.9,28.8,-2.01,1254122,2.38,,-2093.5672,0.1621,0.9,0.77,1348600,-1,18.65,0,0,0,0,False,4.39,-0.62,-16.73,1,,"MACD상승, VWAP상회",2.0,1,128.4,3.733076923076923,4.0,1.2,0.0,-1,🚀 단기 모멘텀 가속. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,92,20251222,20251222,18.37,6.27,-16.73,-35.1
