LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
85,089030,테크윙,KOSDAQ,조선·기계·설비,55400,486.93,20527.7,0.0,,WAIT,WAIT,3,False,False,True,64.8,64.8,97.7,45.2,38.2,0.0,15.1,60.4,59.5,25.6,0.77,0.0,진입적정,0,55400.0,48550.0,60700.0,74000.0,,-0.33,0.72,55573,5.01,특이사항 없음,0,3.12,73.4,7.37,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,50.5,특수 목적용 기계 제조업,48692826000.0,73.2,29.77,0,0,-1.6,4.53,19.27,2.78,18.5,-10.21,-7.83,-13.66,-68.1,0.342,0.119,1,12.0,1,0,2.17,0.67,84300.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,12.36,5.0,0.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47182.5,-0.31,0.1854,False,O,▲,56744,▲,X,X,0,0,0,-0.71,250,0,1,-1,1,0.0,특수 목적용 기계 제조업,13.262857142857143,10.291142857142857,5.0,38.2,OK,32.557386927032965,32.557386927032965,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,64.8,64.8,64.8,32.16,32.16,FRESH,0.448,low_wr_0.45,True,MATURE,122939.0,0.0,,,,,,True,9.6,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
86,271560,오리온,KOSPI,유통·소비재,135000,86.9,53373.8,0.0,,WAIT,WAIT,3,False,False,True,64.2,64.2,90.1,61.7,17.6,0.0,14.5,56.5,72.5,9.4,0.49,0.0,진입적정,0,135000.0,126100.0,139400.0,148400.0,,-0.33,0.62,128104,30.28,특이사항 없음,5,5.43,66.4,2.07,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,50.5,기타 식품 제조업,8689553850.0,58.3,9.17,1,1,-1.39,2.74,2.9,4.17,17.19,33.0,-6.44,-14.97,-24.89,0.102,0.102,1,6.0,0,1,1.06,0.75,152600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,6.59,4.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,126240.0,5.38,0.1147,False,O,▲,135536,▲,X,X,0,0,0,1.17,250,0,1,1,1,0.0,기타 식품 제조업,6.600909090909091,1.7618181818181817,12.0,17.6,OK,38.54652173059757,38.54652173059757,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,64.2,64.2,64.2,32.16,32.16,FRESH,0.442,low_wr_0.44,True,MATURE,122939.0,0.0,,,,,,True,3.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
87,003160,디아이,KOSPI,기타,31350,105.25,8872.0,0.0,,WAIT,WAIT,3,False,False,True,64.1,64.1,92.8,53.8,27.4,0.0,49.3,58.0,65.4,18.2,1.59,0.0,RR1.6 + 진입적정,0,31350.0,26750.0,38650.0,41700.0,,-2.22,0.79,33848,31.2,특이사항 없음,0,4.1,61.4,0.3,STRUCT 강점,,,추세 관망,CAUTION,50.5,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",10525343150.0,65.7,36.0,0,0,-1.1,2.45,11.96,-9.39,10.19,31.72,-20.0,-21.97,-26.17,0.28,0.107,1,11.4,0,0,1.5,0.38,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,14.67,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,36170.0,-7.38,0.2158,False,O,▲,31299,▲,O,X,0,0,0,-0.95,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",9.910260869565217,12.657652173913043,4.0,27.4,OK,44.78426124503594,44.78426124503594,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,pullback,74.3,7.0,60,20260420,20260420,,64.1,64.1,64.1,32.16,32.16,FRESH,0.441,,True,MATURE,122939.0,0.0,,,,,,True,23.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
88,278470,에이피알,KOSPI,화학·소재,414500,688.97,155181.2,0.0,,WAIT,WAIT,3,False,False,True,64.0,64.0,85.8,46.9,54.4,0.0,16.4,62.4,38.9,51.4,0.12,10.1,,0,376500.0,329500.0,425000.0,434500.0,,-0.11,0.5,305287,51.86,특이사항 없음,0,2.93,70.9,15.67,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,50.5,기타 화학제품 제조업,68897079750.0,72.6,42.31,0,0,-1.19,3.75,23.36,27.73,67.81,70.93,17.12,35.65,13.04,0.005,0.005,1,11.3,0,0,1.1,0.91,459000.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,12.48,4.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,342550.0,35.77,0.08,False,O,▲,418035,▲,X,X,0,0,0,1.07,250,0,1,1,1,0.0,기타 화학제품 제조업,8.233777777777778,9.924888888888889,8.0,54.4,OK,28.0,28.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,64.0,64.0,64.0,32.16,32.16,FRESH,0.44,,True,MATURE,122939.0,0.0,,,,,,True,2.5,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
89,011170,롯데케미칼,KOSPI,화학·소재,89300,162.44,38198.4,0.0,,WAIT,WAIT,3,False,False,True,63.6,63.6,98.0,54.1,13.9,0.0,45.8,55.3,84.1,0.0,1.31,0.0,RR1.3 + 진입적정,0,89300.0,80800.0,100400.0,105400.0,,-1.72,0.83,82804,9.51,특이사항 없음,0,9.61,63.2,4.24,STRUCT 강점,,,추세 관망,CAUTION,50.5,기초 화학물질 제조업,16244342150.0,71.1,24.08,0,0,0.68,0.79,6.82,9.84,21.5,19.71,-0.77,-10.66,-38.18,0.085,0.085,1,10.3,1,0,1.58,0.55,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,9.52,5.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,78980.0,7.84,-0.2108,False,O,▲,92211,▼,X,X,0,0,0,0.79,250,0,1,1,1,0.0,기초 화학물질 제조업,8.233777777777778,9.924888888888889,8.0,13.9,OK,36.41635244765318,36.41635244765318,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.6,63.6,63.6,32.16,32.16,FRESH,0.436,,True,MATURE,122939.0,0.0,,,,,,True,12.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
90,394280,오픈엣지테크놀로지,KOSDAQ,IT/전기전자,17700,62.12,4651.0,0.0,,WAIT,WAIT,3,False,False,True,63.5,63.5,73.5,78.0,14.4,0.0,15.3,55.3,63.6,20.5,0.51,0.0,진입적정,0,17700.0,15130.0,19000.0,21650.0,,-0.26,0.97,16117,17.32,특이사항 없음,0,1.27,69.1,9.0,TIMING 강점,STRUCT 보조,,추세 관망,CAUTION,50.5,소프트웨어 개발 및 공급업,6211926620.0,82.8,31.89,0,0,2.02,9.87,21.48,4.3,29.96,41.04,-6.31,-2.2,-16.85,0.028,0.028,1,12.0,0,0,1.57,0.73,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,14.52,6.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,14234.0,9.82,0.1151,False,O,▲,17148,▲,O,X,0,0,0,-0.29,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,16.630454545454544,28.787181818181818,2.0,14.4,OK,49.60474428364847,49.60474428364847,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.5,63.5,63.5,32.16,32.16,FRESH,0.435,,True,MATURE,122939.0,0.0,,,,,,True,7.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
91,022100,포스코DX,KOSPI,서비스 기타,33250,92.71,50551.5,0.0,,WAIT,WAIT,3,False,False,True,63.3,63.3,94.5,50.7,25.9,0.0,47.7,57.0,68.6,14.2,4.19,0.0,RR4.2 + 진입적정,0,33250.0,30300.0,45600.0,47900.0,,-0.95,0.75,37571,13.28,특이사항 없음,0,5.19,69.2,5.61,STRUCT 강점,,,추세 관망,CAUTION,50.5,"건축기술, 엔지니어링 및 관련 기술 서비스업",9271401925.0,69.7,14.99,0,0,0.0,5.72,6.23,12.52,-20.26,26.67,1.91,-52.42,-31.22,0.374,0.013,1,8.6,1,1,1.02,0.83,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,8.87,4.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,33995.0,-11.5,0.0506,False,X,▲,33135,▲,O,X,0,0,0,0.3,250,0,1,1,1,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",7.507407407407407,-3.1688888888888886,14.0,25.9,OK,45.64157751075919,45.64157751075919,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.3,63.3,63.3,32.16,32.16,FRESH,0.433,,True,MATURE,122939.0,0.0,,,,,,True,37.1,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
92,011790,SKC,KOSPI,화학·소재,108900,378.52,41238.6,0.0,,WAIT,WAIT,3,False,False,True,63.2,63.2,82.5,61.5,28.1,0.0,51.4,57.4,54.4,32.0,1.13,0.0,RR1.1 + 진입적정,0,108900.0,97300.0,122000.0,130200.0,,2.39,1.08,103256,-5.18,특이사항 없음,0,4.99,68.8,13.08,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,50.5,기타 화학제품 제조업,37851717600.0,68.4,37.13,0,0,-4.22,13.44,21.13,23.65,3.54,10.13,13.04,-28.62,-47.76,0.354,0.354,0,11.3,1,0,1.33,0.64,146300.0,SWING_20D,80,SWING_120D,45,FIBO_1.618,25,v1_sl_first_gap_at_open,10.65,5.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,95560.0,5.47,0.4509,False,O,▲,108115,▲,O,X,0,0,0,0.0,250,0,1,-1,1,0.0,기타 화학제품 제조업,8.233777777777778,9.924888888888889,8.0,28.1,OK,65.95779447650382,65.95779447650382,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.2,63.2,63.2,32.16,32.16,FRESH,0.432,,True,MATURE,122939.0,0.0,,,,,,True,12.0,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
93,187660,페니트리움바이오,KOSDAQ,기타,13700,452.78,7598.9,0.0,,WAIT,WAIT,3,False,False,True,63.2,63.2,86.4,59.9,23.5,0.0,49.5,56.6,62.9,21.4,2.3,0.0,RR2.3 + 진입적정,0,13700.0,11640.0,18440.0,21500.0,,-1.3,0.82,10795,391.57,특이사항 없음,0,10.44,61.3,4.62,STRUCT 강점,,,추세 관망,CAUTION,50.5,자연과학 및 공학 연구개발업,45277730265.0,51.6,59.49,0,0,-2.35,-7.18,21.45,-1.65,446.91,297.1,-12.26,414.75,239.21,0.286,0.079,1,12.0,1,0,1.32,0.45,26700.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.04,5.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11343.5,26.9,-0.311,False,O,▲,15942,▲,X,X,0,0,0,-1.57,248,0,1,1,1,0.0,자연과학 및 공학 연구개발업,9.910260869565217,12.657652173913043,4.0,23.5,OK,45.81827774111193,45.81827774111193,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.2,63.2,63.2,32.16,32.16,FRESH,0.432,,True,MATURE,122939.0,0.0,,,,,,True,34.6,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
94,358570,지아이이노베이션,KOSDAQ,기타,15310,143.83,9834.8,0.0,,WAIT,WAIT,3,False,False,True,63.2,63.2,87.2,58.4,24.9,0.0,14.9,56.8,62.3,22.1,0.18,1.5,진입적정,0,15080.0,12980.0,15740.0,18730.0,🚀급등시동,1.14,1.51,14398,4.87,특이사항 없음,0,9.12,66.0,12.9,STRUCT 강점,,5일 급등,추세 관망,CAUTION,50.5,자연과학 및 공학 연구개발업,14382596775.0,77.6,28.21,0,0,4.08,15.46,25.8,17.95,5.73,2.27,7.34,-26.43,-55.62,0.571,0.307,1,12.0,1,0,1.33,0.9,20950.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,13.93,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,15900.0,6.33,0.3402,False,O,▼,14326,▲,O,X,0,0,0,4.42,250,0,-1,1,1,0.0,자연과학 및 공학 연구개발업,9.910260869565217,12.657652173913043,4.0,24.9,OK,49.0,49.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.2,63.2,63.2,32.16,32.16,FRESH,0.432,,True,MATURE,122939.0,0.0,,,,,,True,2.8,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
95,232140,와이씨,KOSDAQ,조선·기계·설비,20500,188.21,16819.3,0.0,,WAIT,WAIT,3,False,False,True,63.2,63.2,74.3,58.1,51.3,0.0,17.3,61.2,23.0,71.2,0.42,0.0,진입적정,0,20500.0,17980.0,21550.0,24650.0,🚀급등시동,-0.28,1.08,19948,-3.24,특이사항 없음,0,1.43,69.8,8.74,STRUCT 강점,,,추세 관망,CAUTION,50.5,특수 목적용 기계 제조업,18820904415.0,74.4,28.69,0,0,1.99,6.27,20.73,4.38,41.87,47.48,-6.23,9.71,-10.41,0.267,0.267,0,11.5,1,0,1.38,0.78,26450.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,12.29,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,21296.0,2.76,0.1596,False,O,▲,20092,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,특수 목적용 기계 제조업,13.262857142857143,10.291142857142857,5.0,51.3,OK,61.23355761790637,61.23355761790637,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.2,63.2,63.2,32.16,32.16,FRESH,0.432,,True,MATURE,122939.0,0.0,,,,,,True,5.1,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
96,204620,글로벌텍스프리,KOSDAQ,서비스 기타,5120,70.9,3598.5,0.0,,WAIT,WAIT,3,False,False,True,63.1,63.1,91.3,60.9,10.9,0.0,46.0,54.4,80.4,0.0,0.85,0.0,진입적정,0,5120.0,4660.0,5510.0,5990.0,,-1.11,1.39,4871,8.83,특이사항 없음,0,6.78,62.2,3.18,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,50.5,금융 지원 서비스업,7090490225.0,63.5,15.86,0,0,-1.35,-2.85,6.11,12.78,20.19,-10.02,2.17,-11.97,-67.91,0.462,0.261,1,9.7,0,0,1.57,0.61,7230.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,8.98,6.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4585.0,5.1,-0.0939,False,O,▲,5250,▲,X,X,0,0,0,0.0,250,0,1,-1,1,0.0,금융 지원 서비스업,7.507407407407407,-3.1688888888888886,14.0,10.9,OK,50.315184164666874,50.315184164666874,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,63.1,63.1,63.1,32.16,32.16,FRESH,0.431,,True,MATURE,122939.0,0.0,,,,,,True,7.6,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
97,006730,서부T&D,KOSDAQ,기타,13890,69.13,9018.3,0.0,,WAIT,WAIT,3,False,False,True,62.7,62.7,73.8,72.9,20.2,0.0,15.6,55.6,53.6,33.0,0.6,0.0,진입적정,0,13890.0,12680.0,14610.0,20450.0,,1.01,0.97,15824,4.28,특이사항 없음,0,0.79,59.1,3.53,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,50.5,일반 및 생활 숙박시설 운영업,6913323670.0,67.2,12.66,0,0,1.39,6.52,8.26,-2.25,-0.36,53.82,-12.86,-32.52,-4.07,0.368,0.101,1,8.7,1,0,2.17,0.62,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,8.71,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,14821.0,-12.22,0.1356,False,X,▲,13524,▲,O,X,0,0,0,-0.15,250,0,1,1,1,0.0,일반 및 생활 숙박시설 운영업,9.910260869565217,12.657652173913043,4.0,20.2,OK,62.03697533455421,62.03697533455421,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,62.7,62.7,62.7,32.16,32.16,FRESH,0.427,low_wr_0.43,True,MATURE,122939.0,0.0,,,,,,True,5.2,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
98,005880,대한해운,KOSPI,기타,2685,804.17,8665.8,0.0,,WAIT,WAIT,3,False,False,True,62.7,62.7,91.2,46.6,37.7,0.0,50.0,58.5,53.5,33.1,1.73,0.0,RR1.7 + 진입적정,0,2685.0,2280.0,3385.0,3605.0,,0.48,0.67,2539,16.51,특이사항 없음,0,2.95,57.6,7.13,STRUCT 강점,,,추세 관망,CAUTION,50.5,해상 운송업,80416695691.0,73.7,38.01,0,0,-2.36,-6.12,16.49,20.13,39.84,50.42,9.52,7.68,-7.47,0.141,0.141,1,12.0,1,0,1.43,0.41,3810.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.08,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,2298.0,5.71,-0.1602,False,O,▲,2834,▲,X,X,0,0,0,2.18,250,0,1,1,1,0.0,해상 운송업,9.910260869565217,12.657652173913043,4.0,37.7,OK,31.74244692266331,31.74244692266331,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,62.7,62.7,62.7,32.16,32.16,FRESH,0.427,,True,MATURE,122939.0,0.0,,,,,,True,26.1,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
99,108860,셀바스AI,KOSDAQ,IT/전기전자,14210,82.46,3824.6,0.0,,WAIT,WAIT,3,False,False,True,61.9,61.9,93.8,49.3,23.1,0.0,46.2,55.4,70.7,11.6,1.57,0.0,RR1.6 + 진입적정,0,14210.0,12070.0,17580.0,19830.0,,-1.35,0.2,14036,13.14,특이사항 없음,0,9.35,56.8,3.62,STRUCT 강점,,,추세 관망,CAUTION,50.5,소프트웨어 개발 및 공급업,8245933485.0,68.8,32.96,0,0,-0.56,8.14,9.81,32.68,17.63,5.89,22.07,-14.53,-52.0,0.071,0.071,1,12.0,0,0,1.36,0.48,22700.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,12464.0,1.23,0.2635,False,O,▲,13833,▲,O,X,0,0,0,1.89,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,16.630454545454544,28.787181818181818,2.0,23.1,OK,28.0,28.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,61.9,61.9,61.9,32.16,32.16,FRESH,0.419,,True,MATURE,122939.0,0.0,,,,,,True,23.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
100,000880,한화,KOSPI,화학·소재,129700,139.57,97221.5,0.0,,WAIT,WAIT,3,False,False,True,61.9,61.9,98.0,48.4,16.9,0.0,13.3,54.4,81.1,0.0,0.41,0.0,진입적정,0,129700.0,115900.0,135400.0,150800.0,,-0.0,0.44,122382,9.27,특이사항 없음,0,11.41,73.7,9.09,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,50.5,기타 화학제품 제조업,13957298800.0,82.4,26.52,0,0,-1.44,5.88,12.68,19.43,4.09,36.67,8.82,-28.07,-21.22,0.132,0.132,1,9.3,1,0,1.58,0.82,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,10.64,4.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,115030.0,5.98,0.1042,False,O,▲,131253,▲,X,X,0,0,0,0.38,250,0,1,1,1,0.0,기타 화학제품 제조업,8.233777777777778,9.924888888888889,8.0,16.9,OK,33.02115532636823,33.02115532636823,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,61.9,61.9,61.9,32.16,32.16,FRESH,0.419,,True,MATURE,122939.0,0.0,,,,,,True,4.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
101,139480,이마트,KOSPI,유통·소비재,102500,127.67,28285.7,0.0,,WAIT,WAIT,3,False,False,True,60.9,60.9,94.4,46.9,21.7,0.0,44.9,54.3,72.7,9.1,4.24,0.0,RR4.2 + 진입적정,0,102500.0,94500.0,136400.0,151100.0,,2.05,0.59,105551,25.3,특이사항 없음,2,2.25,62.1,6.54,STRUCT 강점,,,추세 관망,CAUTION,50.5,종합 소매업,12767488450.0,79.1,16.39,0,0,0.79,10.69,12.51,7.44,22.02,38.89,-3.17,-10.14,-19.0,0.268,0.217,1,7.3,0,1,1.81,0.89,169800.0,SWING_60D,60,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.8,5.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,92190.0,-2.89,0.2438,False,O,▲,99181,▲,O,X,0,0,0,0.49,250,0,1,1,1,0.0,종합 소매업,6.600909090909091,1.7618181818181817,12.0,21.7,OK,37.72680249581455,37.72680249581455,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,60.9,60.9,60.9,32.16,32.16,FRESH,0.409,,True,MATURE,122939.0,0.0,,,,,,True,33.1,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
102,014680,한솔케미칼,KOSPI,화학·소재,287000,131.56,32632.5,0.0,,WAIT,WAIT,3,False,False,True,60.8,60.8,73.7,68.0,20.4,0.0,50.1,54.0,53.3,33.4,1.7,0.0,RR1.7 + 진입적정,0,287000.0,252000.0,346500.0,409500.0,,-0.43,0.66,284508,4.26,특이사항 없음,5,1.61,63.3,5.1,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,50.5,기초 화학물질 제조업,13156063250.0,60.4,15.13,1,0,-0.35,10.38,8.1,6.1,9.96,41.38,-4.51,-22.2,-16.51,0.148,0.148,1,12.0,1,0,1.08,0.83,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,12.2,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,303350.0,0.88,0.2744,False,O,▲,278535,▲,O,X,0,0,0,1.22,250,0,1,1,1,0.0,기초 화학물질 제조업,8.233777777777778,9.924888888888889,8.0,20.4,OK,46.748527226819036,46.748527226819036,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260420,20260420,,60.8,60.8,60.8,32.16,32.16,FRESH,0.408,low_wr_0.41,True,MATURE,122939.0,0.0,,,,,,True,20.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
